BLA,BLP,LU,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,SBLU,SLR
9694.55,557.108,A,18.0,4,2.052625031589914,0.513156257897478,0,0.0,18.0,0.0,1243.7047499999999,0.294896584573815,0.74999999998125,0.0,0.644624181080583,"A, B, R","secondary, tertiary"
29320.686,700.188,A,12.0,1,1.531420581360204,0.510473527120068,0,0.0,12.0,0.0,14967.434,0.029710230330983,0.9999999999,0.0,0.452055777423705,"A, G","primary, secondary, tertiary"
29377.533,698.35,A,18.0,5,3.213340888766936,0.808502095802258,0,0.0,10.6,0.0,4750.3594,0.2638469712877,0.99999999998,0.0,0.490846602823457,"A, G","primary, secondary, tertiary"
20129.911,606.577,A,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969680618404226,"A, R",tertiary
8767.406,401.396,A,7.0,5,0.221313578953684,0.124052769998332,0,0.0,5.2,0.0,217.5242,0.094227689690751,0.799999999984,0.0,0.861751820042392,A,"secondary, tertiary"
43628.971,927.706,A,36.0,19,1.165049686823922,0.282769767822395,0,0.0,17.210526315789473,0.0,649.3133684210526,0.039158931859725,0.36842105262964,0.0,0.743281814550832,"A, B","primary, secondary, tertiary"
25962.57,657.918,A,12.0,1,1.729501432254203,0.576500477418068,0,0.0,12.0,0.0,14967.434,0.019250087114367,0.9999999999,0.0,0.661899700968167,"A, G","primary, tertiary"
26072.9,659.755,A,18.0,7,1.754270832933812,0.44209995819414,0,0.0,14.857142857142858,0.0,1646.6897142857144,0.077223479012536,0.71428571427551,0.0,0.694216153719497,"A, G","primary, tertiary"
9780.882,533.256,A,18.0,3,0.427276803871062,0.106819200967765,0,0.0,18.0,0.0,348.262,0.005118937864805,0.999999999966667,0.0,1.0,"A, G, R",residential
9550.898,458.345,A,18.0,4,0.921455971993419,0.230363992998355,0,0.0,18.0,0.0,550.04575,0.178281681096851,0.999999999975,0.0,0.832444249589171,"A, G, R","primary, tertiary, residential"
7430.586,365.18,R,12.0,2,0.167162724447305,0.101123249229603,0,0.0,8.0,0.0,375.7025,0.157536408606614,0.99999999995,0.0,0.666281216073746,"B, R",residential
3013.494,256.207,R,18.0,8,1.92487126239508,0.48121781559877,0,0.0,18.0,0.0,181.268375,0.429902997720183,0.874999999989063,0.0,0.816559800820317,"A, R",tertiary
13320.826,865.057,R,36.0,29,1.769312278382737,0.386231979908753,0,0.0,18.20689655172414,0.0,177.41134482758622,0.318003761628309,0.89655172413484,0.0,0.844493207142672,R,"tertiary, residential"
17452.521,575.401,R,18.0,21,1.253960502325137,0.313490125581284,0,0.0,18.0,0.0,260.533,0.243193297530925,0.619047619044671,0.0,0.744255123156679,R,"tertiary, residential"
21535.043,700.563,R,43.0,12,1.080839727136835,0.242686304364472,0,0.0,19.583333333333332,0.0,435.5216666666667,0.164861087055318,0.74999999999375,0.0,0.63004509114643,"B, R","tertiary, residential"
14189.348,623.358,R,66.0,10,1.268103932611985,0.207425739364487,1,66.0,28.2,0.0,294.3236,0.112418631303093,0.799999999992,1.0,0.777605791563475,"A, R, U",tertiary
4098.578,291.3,R,66.0,3,3.865056124343613,0.409506907029706,1,66.0,40.666666666666664,0.0,559.4653333333333,0.215939750257143,0.999999999966667,1.0,0.766514099367505,"A, R","tertiary, residential"
